week,ID,Demand,Discount_Percentage,lag_1,rolling_mean,upload_date_time,Primary_Category_Alt,Name,price_range_description,Price,Description,Status,Inventory_Level,Reorder_Point,Lead_Time_Days,Supplier,Supplier_Name,Last_Restock_Date,Total_Revenue
7,1915,83,49.03,105.0,82.0,2023-02-19 01:14:53.529161,Accessories,Shirt,Low,6.29,Shirt in Accessories category,Out of Stock,299,18,11,Supplier_8,TSC Apparel,2022-11-23 01:14:53.529161,265.94
5,2724,19,6.88,83.0,80.25,2022-02-06 01:14:53.529161,Kids,Jacket,Low,19.96,Jacket in Kids category,Available,111,60,13,Supplier_4,Bella+Canvas,2022-01-10 01:14:53.529161,353.13
48,1427,93,28.35,19.0,75.0,2021-12-05 01:14:53.529161,Accessories,Coat,Premium,355.28,Coat in Accessories category,Available,146,73,13,Supplier_1,FashionGo,2021-11-08 01:14:53.529161,23673.34
47,7089,0,20.82,93.0,48.75,2023-11-26 01:14:53.529161,Shoes,Bags,Premium,397.65,Bags in Shoes category,Out of Stock,35,66,1,Supplier_5,Royal Apparel,2023-10-15 01:14:53.529161,0.0
37,3403,110,11.34,0.0,55.5,2022-09-17 01:14:53.529161,Men,Hat,Medium,77.34,Hat in Men category,Out of Stock,171,33,3,Supplier_5,Royal Apparel,2022-08-27 01:14:53.529161,7542.63
35,5734,79,32.13,110.0,70.5,2021-08-30 01:14:53.529161,Men,Jacket,Premium,335.09,Jacket in Men category,Available,216,68,9,Supplier_4,Bella+Canvas,2021-07-29 01:14:53.529161,17965.84
26,5820,8,36.17,79.0,49.25,2024-06-28 01:14:53.529161,Men,Jacket,High,106.88,Jacket in Men category,Out of Stock,11,50,2,Supplier_8,TSC Apparel,2024-06-26 01:14:53.529161,545.73
17,9863,117,17.64,8.0,78.5,2021-04-28 01:14:53.529161,Men,Shirt,Low,17.58,Shirt in Men category,Out of Stock,142,46,3,Supplier_2,Apparel Distribution Center,2021-04-12 01:14:53.529161,1694.27
42,1764,17,34.53,117.0,55.25,2022-10-17 01:14:53.529161,Men,Jacket,Medium,87.82,Jacket in Men category,Out of Stock,19,52,5,Supplier_7,Blankstyle,2022-09-18 01:14:53.529161,977.48
25,7827,111,37.15,17.0,63.25,2024-06-17 01:14:53.529161,Kids,Shirt,High,120.56,Shirt in Kids category,Out of Stock,118,20,1,Supplier_1,FashionGo,2024-03-22 01:14:53.529161,8410.39
48,3089,13,37.3,111.0,64.5,2020-11-24 01:14:53.529161,Kids,Jacket,Low,23.51,Jacket in Kids category,Out of Stock,124,79,2,Supplier_4,Bella+Canvas,2020-10-25 01:14:53.529161,191.64
34,7021,70,9.89,13.0,52.75,2021-08-28 01:14:53.529161,Shoes,Hat,Low,19.97,Hat in Shoes category,Available,134,78,12,Supplier_4,Bella+Canvas,2021-07-19 01:14:53.529161,1259.7
4,3545,12,36.33,70.0,51.5,2023-01-23 01:14:53.529161,Kids,Dress,Medium,62.58,Dress in Kids category,Available,12,37,10,Supplier_1,FashionGo,2022-11-05 01:14:53.529161,478.16
50,5609,23,42.47,12.0,29.5,2020-12-10 01:14:53.529161,Shoes,Sneakers,Low,10.8,Sneakers in Shoes category,Available,141,69,1,Supplier_10,JiffyShirts,2020-12-05 01:14:53.529161,142.94
8,7789,93,43.69,23.0,49.5,2024-02-23 01:14:53.529161,Kids,Shorts,Premium,204.49,Shorts in Kids category,Available,232,79,2,Supplier_3,AlphaBroder,2024-01-31 01:14:53.529161,10709.17
27,6165,151,15.61,93.0,69.75,2023-07-05 01:14:53.529161,Kids,Shirt,Premium,340.88,Shirt in Kids category,Available,153,77,9,Supplier_6,S&S Activewear,2023-05-04 01:14:53.529161,43440.28
43,8179,68,15.99,151.0,83.75,2022-10-30 01:14:53.529161,Women,Dress,High,199.41,Dress in Women category,Available,292,61,14,Supplier_6,S&S Activewear,2022-08-22 01:14:53.529161,11392.24
44,1434,64,35.37,68.0,94.0,2024-11-02 01:14:53.529161,Shoes,Shorts,High,151.83,Shorts in Shoes category,Available,64,47,6,Supplier_9,Wholesale Fashion Square,2024-10-29 01:14:53.529161,6280.36
9,2948,27,46.3,64.0,77.5,2024-02-29 01:14:53.529161,Women,Hat,Premium,461.47,Hat in Women category,Out of Stock,134,72,9,Supplier_5,Royal Apparel,2024-02-25 01:14:53.529161,6690.72
6,5407,5,45.16,27.0,41.0,2023-02-12 01:14:53.529161,Men,Jacket,Premium,380.04,Jacket in Men category,Out of Stock,38,72,15,Supplier_3,AlphaBroder,2023-01-31 01:14:53.529161,1041.98
26,1546,65,14.24,5.0,40.25,2024-06-28 01:14:53.529161,Shoes,Jeans,High,197.86,Jeans in Shoes category,Available,98,18,11,Supplier_2,Apparel Distribution Center,2024-06-10 01:14:53.529161,11029.06
43,2738,19,47.28,65.0,29.0,2023-10-26 01:14:53.529161,Women,Hat,High,168.47,Hat in Women category,Out of Stock,55,55,4,Supplier_10,JiffyShirts,2023-09-24 01:14:53.529161,1687.66
12,6126,108,38.94,19.0,49.25,2023-03-23 01:14:53.529161,Kids,Shirt,Premium,222.87,Shirt in Kids category,Out of Stock,292,36,7,Supplier_8,TSC Apparel,2023-01-31 01:14:53.529161,14696.33
16,6204,99,16.93,108.0,72.75,2024-04-15 01:14:53.529161,Women,Dress,Medium,64.1,Dress in Women category,Out of Stock,297,53,2,Supplier_8,TSC Apparel,2024-04-07 01:14:53.529161,5271.44
17,3361,127,24.47,99.0,88.25,2023-04-25 01:14:53.529161,Shoes,Hat,Low,7.28,Hat in Shoes category,Available,127,24,5,Supplier_1,FashionGo,2023-02-14 01:14:53.529161,698.57
22,1033,102,28.88,127.0,109.0,2024-05-31 01:14:53.529161,Women,Bags,Premium,447.54,Bags in Women category,Available,186,44,4,Supplier_4,Bella+Canvas,2024-05-14 01:14:53.529161,32467.72
16,6388,18,8.66,102.0,86.5,2024-04-21 01:14:53.529161,Women,Shirt,High,122.81,Shirt in Women category,Out of Stock,18,15,5,Supplier_6,S&S Activewear,2024-02-06 01:14:53.529161,2019.06
51,9560,67,36.62,18.0,78.5,2022-12-19 01:14:53.529161,Shoes,Dress,High,131.34,Dress in Shoes category,Out of Stock,283,13,4,Supplier_7,Blankstyle,2022-10-14 01:14:53.529161,5577.14
25,8981,40,39.46,67.0,56.75,2024-06-22 01:14:53.529161,Accessories,Sweater,Medium,72.95,Sweater in Accessories category,Out of Stock,250,8,14,Supplier_10,JiffyShirts,2024-06-14 01:14:53.529161,1766.51
52,9081,46,35.43,40.0,42.75,2022-12-26 01:14:53.529161,Men,Sweater,High,174.83,Sweater in Men category,Out of Stock,101,25,7,Supplier_7,Blankstyle,2022-10-05 01:14:53.529161,5192.6
38,2869,51,48.96,46.0,51.0,2023-09-23 01:14:53.529161,Shoes,Jeans,Medium,59.53,Jeans in Shoes category,Out of Stock,51,47,11,Supplier_7,Blankstyle,2023-08-15 01:14:53.529161,1549.73
41,6797,47,10.07,51.0,46.0,2023-10-13 01:14:53.529161,Shoes,Shirt,Low,26.12,Shirt in Shoes category,Available,47,25,15,Supplier_3,AlphaBroder,2023-09-18 01:14:53.529161,1104.04
16,6918,20,26.76,47.0,41.0,2023-04-22 01:14:53.529161,Shoes,Shorts,Low,15.35,Shorts in Shoes category,Available,58,71,6,Supplier_8,TSC Apparel,2023-04-03 01:14:53.529161,224.81
7,4789,12,45.63,20.0,32.5,2021-02-20 01:14:53.529161,Men,Dress,Medium,80.12,Dress in Men category,Out of Stock,100,67,5,Supplier_7,Blankstyle,2020-12-10 01:14:53.529161,522.76
41,8201,40,25.55,12.0,29.75,2023-10-12 01:14:53.529161,Men,Jacket,Premium,276.68,Jacket in Men category,Available,172,68,13,Supplier_5,Royal Apparel,2023-08-29 01:14:53.529161,8239.45
35,1553,65,18.2,40.0,34.25,2023-08-31 01:14:53.529161,Women,Jacket,Premium,288.82,Jacket in Women category,Available,157,13,9,Supplier_7,Blankstyle,2023-08-04 01:14:53.529161,15357.31
2,9747,95,43.32,65.0,53.0,2023-01-10 01:14:53.529161,Men,Jacket,High,195.8,Jacket in Men category,Available,249,68,14,Supplier_3,AlphaBroder,2022-12-31 01:14:53.529161,10543.58
46,5470,126,15.8,95.0,81.5,2023-11-15 01:14:53.529161,Women,Sneakers,High,110.89,Sneakers in Women category,Out of Stock,262,24,4,Supplier_3,AlphaBroder,2023-09-11 01:14:53.529161,11763.6
44,6934,45,6.77,126.0,82.75,2024-11-03 01:14:53.529161,Kids,Shorts,Premium,417.42,Shorts in Kids category,Out of Stock,94,7,2,Supplier_5,Royal Apparel,2024-08-05 01:14:53.529161,17511.38
47,4673,135,23.81,45.0,100.25,2021-11-27 01:14:53.529161,Shoes,Sweater,Medium,69.01,Sweater in Shoes category,Out of Stock,173,37,1,Supplier_9,Wholesale Fashion Square,2021-11-22 01:14:53.529161,7098.21
17,1047,115,32.16,135.0,105.25,2023-04-24 01:14:53.529161,Shoes,Coat,Low,9.99,Coat in Shoes category,Out of Stock,134,52,4,Supplier_1,FashionGo,2023-03-18 01:14:53.529161,779.15
47,4840,121,12.24,115.0,104.0,2020-11-17 01:14:53.529161,Shoes,Hat,High,141.56,Hat in Shoes category,Out of Stock,260,80,14,Supplier_4,Bella+Canvas,2020-10-07 01:14:53.529161,15032.0
32,8389,75,46.0,121.0,111.5,2024-08-10 01:14:53.529161,Men,Jacket,Low,14.44,Jacket in Men category,Out of Stock,86,43,13,Supplier_5,Royal Apparel,2024-05-27 01:14:53.529161,584.7
10,5257,54,25.36,75.0,91.25,2024-03-07 01:14:53.529161,Accessories,Hat,Medium,70.49,Hat in Accessories category,Available,300,12,13,Supplier_3,AlphaBroder,2023-12-20 01:14:53.529161,2841.09
52,4352,60,9.57,54.0,77.5,2021-12-31 01:14:53.529161,Kids,Hat,Premium,470.63,Hat in Kids category,Out of Stock,60,43,9,Supplier_4,Bella+Canvas,2021-11-13 01:14:53.529161,25534.69
19,6850,1,22.63,60.0,47.5,2021-05-13 01:14:53.529161,Men,Jacket,Low,15.79,Jacket in Men category,Out of Stock,14,79,12,Supplier_7,Blankstyle,2021-04-25 01:14:53.529161,12.22
45,3262,94,15.45,1.0,52.25,2021-11-14 01:14:53.529161,Accessories,Dress,Premium,306.56,Dress in Accessories category,Available,143,58,8,Supplier_5,Royal Apparel,2021-11-08 01:14:53.529161,24364.97
26,3995,38,21.62,94.0,48.25,2022-06-30 01:14:53.529161,Kids,Bags,Low,12.07,Bags in Kids category,Out of Stock,275,17,10,Supplier_2,Apparel Distribution Center,2022-05-19 01:14:53.529161,359.38
41,3056,86,49.97,38.0,54.75,2021-10-17 01:14:53.529161,Kids,Shirt,Premium,473.53,Shirt in Kids category,Available,293,71,8,Supplier_8,TSC Apparel,2021-09-15 01:14:53.529161,20373.18
2,8473,70,19.51,86.0,72.0,2022-01-10 01:14:53.529161,Shoes,Jeans,High,120.84,Jeans in Shoes category,Available,206,22,11,Supplier_6,S&S Activewear,2021-10-12 01:14:53.529161,6808.61
25,1647,50,18.02,70.0,61.0,2022-06-23 01:14:53.530162,Men,Sneakers,Low,7.24,Sneakers in Men category,Available,270,17,15,Supplier_2,Apparel Distribution Center,2022-06-02 01:14:53.530162,296.67
45,4927,34,18.35,50.0,60.0,2022-11-11 01:14:53.530162,Accessories,Dress,Low,5.73,Dress in Accessories category,Out of Stock,280,72,3,Supplier_4,Bella+Canvas,2022-08-19 01:14:53.530162,159.09
21,1554,22,18.13,34.0,44.0,2024-05-25 01:14:53.530162,Men,Sneakers,Low,8.04,Sneakers in Men category,Out of Stock,79,63,4,Supplier_4,Bella+Canvas,2024-05-23 01:14:53.530162,144.83
1,8769,43,44.35,22.0,37.25,2022-01-09 01:14:53.530162,Accessories,Jacket,Premium,288.11,Jacket in Accessories category,Out of Stock,178,25,5,Supplier_9,Wholesale Fashion Square,2021-12-17 01:14:53.530162,6893.87
53,8898,15,40.99,43.0,28.5,2020-12-28 01:14:53.530162,Men,Sneakers,Low,24.17,Sneakers in Men category,Out of Stock,266,45,11,Supplier_10,JiffyShirts,2020-12-24 01:14:53.530162,213.93
19,8139,27,45.45,15.0,26.75,2021-05-13 01:14:53.530162,Accessories,Dress,Low,21.78,Dress in Accessories category,Available,109,41,5,Supplier_5,Royal Apparel,2021-03-24 01:14:53.530162,320.8
32,6704,103,46.6,27.0,47.0,2022-08-08 01:14:53.530162,Accessories,Sneakers,Medium,61.87,Sneakers in Accessories category,Out of Stock,169,60,1,Supplier_5,Royal Apparel,2022-05-30 01:14:53.530162,3403.33
16,6136,44,7.77,103.0,47.25,2022-04-21 01:14:53.530162,Accessories,Hat,Low,11.97,Hat in Accessories category,Available,90,70,2,Supplier_5,Royal Apparel,2022-03-01 01:14:53.530162,485.85
5,8222,121,9.82,44.0,73.75,2024-02-01 01:14:53.530162,Women,Coat,Medium,53.6,Coat in Women category,Out of Stock,154,14,6,Supplier_10,JiffyShirts,2023-11-21 01:14:53.530162,5848.35
12,4984,74,36.26,121.0,85.5,2023-03-24 01:14:53.530162,Accessories,Dress,Low,11.16,Dress in Accessories category,Out of Stock,247,9,1,Supplier_5,Royal Apparel,2023-02-08 01:14:53.530162,526.18
17,2945,47,36.97,74.0,71.5,2022-04-28 01:14:53.530162,Men,Bags,High,138.53,Bags in Men category,Available,211,66,2,Supplier_5,Royal Apparel,2022-02-21 01:14:53.530162,4103.74
41,5383,66,23.16,47.0,77.0,2023-10-13 01:14:53.530162,Men,Bags,Medium,59.83,Bags in Men category,Out of Stock,231,72,12,Supplier_3,AlphaBroder,2023-07-22 01:14:53.530162,3034.54
51,7745,123,16.69,66.0,77.5,2020-12-18 01:14:53.530162,Accessories,Sweater,Low,9.54,Sweater in Accessories category,Available,190,11,5,Supplier_1,FashionGo,2020-10-23 01:14:53.530162,977.54
17,4573,73,28.71,123.0,77.25,2021-04-30 01:14:53.530162,Men,Jacket,Low,24.12,Jacket in Men category,Out of Stock,124,32,1,Supplier_6,S&S Activewear,2021-02-13 01:14:53.530162,1255.42
33,6105,85,45.38,73.0,86.75,2024-08-18 01:14:53.530162,Shoes,Shorts,Premium,490.83,Shorts in Shoes category,Out of Stock,240,70,7,Supplier_7,Blankstyle,2024-08-12 01:14:53.530162,22787.96
7,2123,82,17.22,85.0,90.75,2024-02-16 01:14:53.530162,Shoes,Sweater,Medium,31.54,Sweater in Shoes category,Available,82,23,7,Supplier_6,S&S Activewear,2024-01-04 01:14:53.530162,2140.98
13,9886,15,21.09,82.0,63.75,2024-03-30 01:14:53.530162,Shoes,Shorts,High,129.86,Shorts in Shoes category,Out of Stock,132,52,2,Supplier_10,JiffyShirts,2024-03-08 01:14:53.530162,1537.11
10,4635,48,48.85,15.0,57.5,2021-03-12 01:14:53.530162,Women,Coat,Medium,45.74,Coat in Women category,Out of Stock,196,9,5,Supplier_1,FashionGo,2021-01-12 01:14:53.530162,1122.91
2,7694,24,30.58,48.0,42.25,2021-01-14 01:14:53.530162,Shoes,Hat,High,170.33,Hat in Shoes category,Available,44,36,14,Supplier_8,TSC Apparel,2021-01-01 01:14:53.530162,2837.6
31,1357,118,33.01,24.0,51.25,2024-08-04 01:14:53.530162,Accessories,Shorts,High,182.83,Shorts in Accessories category,Available,282,6,14,Supplier_6,S&S Activewear,2024-07-17 01:14:53.530162,14453.29
49,1448,11,44.11,118.0,50.25,2022-12-10 01:14:53.530162,Men,Hat,Low,27.76,Hat in Men category,Available,183,78,15,Supplier_1,FashionGo,2022-10-11 01:14:53.530162,170.67
37,8938,64,48.49,11.0,54.25,2021-09-18 01:14:53.530162,Women,Sweater,Premium,304.27,Sweater in Women category,Available,117,16,6,Supplier_8,TSC Apparel,2021-08-08 01:14:53.530162,10031.7
41,5829,8,45.59,64.0,50.25,2021-10-13 01:14:53.530162,Shoes,Sweater,Low,16.13,Sweater in Shoes category,Available,59,75,9,Supplier_8,TSC Apparel,2021-07-28 01:14:53.530162,70.2
50,8813,67,16.34,8.0,37.5,2021-12-14 01:14:53.530162,Shoes,Sweater,Low,8.1,Sweater in Shoes category,Out of Stock,263,62,6,Supplier_7,Blankstyle,2021-10-15 01:14:53.530162,454.22
21,1857,34,25.11,67.0,43.25,2024-05-24 01:14:53.530162,Women,Coat,Premium,332.22,Coat in Women category,Out of Stock,195,76,6,Supplier_1,FashionGo,2024-04-24 01:14:53.530162,8459.68
16,8448,116,45.87,34.0,56.25,2021-04-24 01:14:53.530162,Kids,Shorts,Medium,30.29,Shorts in Kids category,Out of Stock,151,10,9,Supplier_3,AlphaBroder,2021-01-31 01:14:53.530162,1901.9
1,5872,19,24.49,116.0,59.0,2023-01-04 01:14:53.530162,Men,Shorts,High,190.14,Shorts in Men category,Out of Stock,108,44,1,Supplier_9,Wholesale Fashion Square,2022-11-27 01:14:53.530162,2727.95
16,6084,56,14.61,19.0,56.25,2022-04-18 01:14:53.530162,Accessories,Shorts,Premium,214.75,Shorts in Accessories category,Available,95,24,7,Supplier_2,Apparel Distribution Center,2022-01-30 01:14:53.530162,10269.34
23,7712,60,45.74,56.0,62.75,2022-06-11 01:14:53.530162,Women,Jacket,Low,23.99,Jacket in Women category,Available,250,63,4,Supplier_5,Royal Apparel,2022-04-29 01:14:53.530162,781.05
24,1351,59,39.73,60.0,48.5,2024-06-15 01:14:53.530162,Kids,Sneakers,Medium,54.2,Sneakers in Kids category,Available,112,6,4,Supplier_7,Blankstyle,2024-05-08 01:14:53.530162,1927.33
30,2388,93,17.1,59.0,67.0,2021-07-29 01:14:53.530162,Women,Hat,High,132.95,Hat in Women category,Out of Stock,190,54,5,Supplier_8,TSC Apparel,2021-05-18 01:14:53.530162,10249.79
32,7676,99,8.29,93.0,77.75,2022-08-09 01:14:53.530162,Accessories,Jacket,Medium,61.27,Jacket in Accessories category,Available,297,43,7,Supplier_10,JiffyShirts,2022-07-12 01:14:53.530162,5562.65
53,7674,125,16.23,99.0,94.0,2020-12-28 01:14:53.530162,Shoes,Shorts,Low,13.13,Shorts in Shoes category,Out of Stock,147,40,15,Supplier_5,Royal Apparel,2020-12-25 01:14:53.530162,1374.53
45,2242,109,17.01,125.0,106.5,2021-11-13 01:14:53.530162,Kids,Bags,Premium,204.91,Bags in Kids category,Available,142,5,11,Supplier_1,FashionGo,2021-08-22 01:14:53.530162,18536.13
33,1929,53,39.34,109.0,96.5,2024-08-15 01:14:53.530162,Men,Dress,Medium,69.52,Dress in Men category,Available,110,41,13,Supplier_10,JiffyShirts,2024-07-07 01:14:53.530162,2235.06
44,7378,55,34.69,53.0,85.5,2024-10-28 01:14:53.530162,Men,Sneakers,Medium,69.65,Sneakers in Men category,Out of Stock,55,38,11,Supplier_2,Apparel Distribution Center,2024-09-20 01:14:53.530162,2502.01
14,8033,78,42.79,55.0,73.75,2024-04-03 01:14:53.530162,Women,Sweater,High,170.36,Sweater in Women category,Available,176,62,9,Supplier_4,Bella+Canvas,2024-03-16 01:14:53.530162,7601.3
9,2736,24,23.33,78.0,52.5,2021-03-07 01:14:53.530162,Women,Jeans,Low,13.05,Jeans in Women category,Out of Stock,58,69,13,Supplier_7,Blankstyle,2021-01-09 01:14:53.530162,240.05
19,7497,87,39.43,24.0,61.0,2022-05-12 01:14:53.530162,Shoes,Bags,Premium,211.72,Bags in Shoes category,Out of Stock,300,30,15,Supplier_8,TSC Apparel,2022-03-27 01:14:53.530162,11157.46
12,3419,77,21.09,87.0,66.5,2022-03-21 01:14:53.530162,Kids,Jacket,Medium,91.78,Jacket in Kids category,Available,218,43,9,Supplier_7,Blankstyle,2021-12-24 01:14:53.530162,5576.5
50,6733,52,11.04,77.0,60.0,2023-12-11 01:14:53.530162,Accessories,Bags,Low,8.86,Bags in Accessories category,Out of Stock,247,29,9,Supplier_1,FashionGo,2023-10-12 01:14:53.530162,409.97
11,3711,60,47.59,52.0,69.0,2021-03-18 01:14:53.530162,Accessories,Sneakers,Premium,227.76,Sneakers in Accessories category,Available,179,9,13,Supplier_10,JiffyShirts,2021-01-17 01:14:53.530162,7162.67
50,3874,70,20.86,60.0,64.75,2020-12-09 01:14:53.530162,Accessories,Dress,Low,16.55,Dress in Accessories category,Available,70,9,6,Supplier_6,S&S Activewear,2020-11-11 01:14:53.530162,916.62
49,6162,9,42.18,70.0,47.75,2020-12-03 01:14:53.530162,Accessories,Coat,Medium,44.87,Coat in Accessories category,Available,30,63,2,Supplier_7,Blankstyle,2020-10-17 01:14:53.530162,233.47
51,8437,110,46.91,9.0,62.25,2020-12-17 01:14:53.530162,Kids,Jeans,Medium,53.32,Jeans in Kids category,Available,122,30,10,Supplier_2,Apparel Distribution Center,2020-10-22 01:14:53.530162,3113.75
30,5176,64,37.08,110.0,63.25,2024-07-24 01:14:53.530162,Men,Sweater,Medium,79.93,Sweater in Men category,Out of Stock,167,65,12,Supplier_2,Apparel Distribution Center,2024-07-13 01:14:53.530162,3218.84
36,8016,118,13.18,64.0,75.25,2024-09-02 01:14:53.530162,Women,Shirt,High,109.33,Shirt in Women category,Available,161,47,6,Supplier_2,Apparel Distribution Center,2024-06-28 01:14:53.530162,11200.4
31,1222,41,38.0,118.0,83.25,2021-08-02 01:14:53.530162,Shoes,Hat,Low,5.1,Hat in Shoes category,Out of Stock,214,17,6,Supplier_7,Blankstyle,2021-06-10 01:14:53.530162,129.7
45,8820,28,49.56,41.0,62.75,2022-11-13 01:14:53.530162,Shoes,Dress,High,183.78,Dress in Shoes category,Out of Stock,219,27,14,Supplier_2,Apparel Distribution Center,2022-10-14 01:14:53.530162,2595.43
1,3757,13,24.15,28.0,50.0,2023-01-04 01:14:53.530162,Shoes,Jacket,Medium,33.39,Jacket in Shoes category,Out of Stock,70,75,13,Supplier_3,AlphaBroder,2022-12-04 01:14:53.530162,329.22
39,6932,127,20.87,13.0,52.25,2021-10-01 01:14:53.530162,Accessories,Shirt,Low,12.66,Shirt in Accessories category,Out of Stock,264,41,1,Supplier_7,Blankstyle,2021-08-14 01:14:53.530162,1272.46
27,5637,81,16.73,127.0,62.25,2022-07-04 01:14:53.530162,Kids,Sneakers,Low,17.04,Sneakers in Kids category,Out of Stock,81,65,4,Supplier_5,Royal Apparel,2022-05-13 01:14:53.530162,1149.07
39,4173,50,36.89,81.0,67.75,2024-09-24 01:14:53.530162,Shoes,Jacket,Low,28.51,Jacket in Shoes category,Out of Stock,207,9,3,Supplier_10,JiffyShirts,2024-08-02 01:14:53.530162,899.61
43,9015,83,26.05,50.0,85.25,2024-10-23 01:14:53.530162,Kids,Coat,Medium,96.96,Coat in Kids category,Available,192,70,8,Supplier_5,Royal Apparel,2024-09-28 01:14:53.530162,5950.75
48,9139,22,35.68,83.0,59.0,2020-11-26 01:14:53.530162,Kids,Shorts,High,149.77,Shorts in Kids category,Available,70,11,14,Supplier_9,Wholesale Fashion Square,2020-10-11 01:14:53.530162,2119.13
41,2717,69,39.13,22.0,56.0,2023-10-14 01:14:53.530162,Kids,Coat,Low,28.39,Coat in Kids category,Available,183,21,8,Supplier_2,Apparel Distribution Center,2023-08-23 01:14:53.530162,1192.66
50,1603,46,10.12,69.0,55.0,2022-12-17 01:14:53.530162,Women,Shorts,Medium,96.52,Shorts in Women category,Available,117,51,3,Supplier_7,Blankstyle,2022-10-04 01:14:53.530162,3990.53
31,9674,56,31.83,46.0,48.25,2023-08-05 01:14:53.530162,Kids,Bags,Low,28.06,Bags in Kids category,Out of Stock,231,52,9,Supplier_8,TSC Apparel,2023-06-05 01:14:53.530162,1071.14
9,3495,30,49.26,56.0,50.25,2023-02-27 01:14:53.530162,Shoes,Shirt,Premium,468.57,Shirt in Shoes category,Out of Stock,293,29,3,Supplier_8,TSC Apparel,2023-01-17 01:14:53.530162,7132.99
51,7447,43,25.36,30.0,43.75,2020-12-15 01:14:53.530162,Kids,Shorts,Premium,478.43,Shorts in Kids category,Out of Stock,85,38,11,Supplier_6,S&S Activewear,2020-09-25 01:14:53.530162,15354.71
5,6450,68,47.25,43.0,49.25,2021-02-07 01:14:53.530162,Shoes,Dress,Low,14.7,Dress in Shoes category,Available,139,37,10,Supplier_8,TSC Apparel,2020-11-09 01:14:53.530162,527.42
31,3156,45,18.71,68.0,46.5,2022-08-06 01:14:53.530162,Kids,Sneakers,Premium,326.76,Sneakers in Kids category,Available,132,8,4,Supplier_10,JiffyShirts,2022-06-07 01:14:53.530162,11953.15
10,8012,105,21.18,45.0,65.25,2024-03-07 01:14:53.530162,Kids,Jacket,Low,18.24,Jacket in Kids category,Available,105,26,14,Supplier_8,TSC Apparel,2024-02-07 01:14:53.530162,1509.52
47,3342,69,48.62,105.0,71.75,2021-11-23 01:14:53.530162,Accessories,Bags,Medium,97.79,Bags in Accessories category,Out of Stock,154,63,3,Supplier_6,S&S Activewear,2021-10-08 01:14:53.530162,3466.89
28,4872,115,32.55,69.0,83.5,2024-07-13 01:14:53.530162,Kids,Bags,Low,21.55,Bags in Kids category,Available,204,70,11,Supplier_5,Royal Apparel,2024-05-17 01:14:53.530162,1671.97
15,3804,103,19.72,115.0,98.0,2024-04-11 01:14:53.530162,Men,Dress,Low,29.81,Dress in Men category,Available,148,30,5,Supplier_1,FashionGo,2024-02-20 01:14:53.530162,2465.01
1,8473,21,27.5,103.0,77.0,2024-01-02 01:14:53.530162,Kids,Sweater,Premium,336.99,Sweater in Kids category,Out of Stock,223,18,8,Supplier_1,FashionGo,2023-10-23 01:14:53.530162,5130.62
29,9765,40,38.04,21.0,69.75,2022-07-24 01:14:53.531160,Men,Shorts,Medium,90.45,Shorts in Men category,Available,116,32,8,Supplier_5,Royal Apparel,2022-05-19 01:14:53.531160,2241.67
44,9583,6,15.12,40.0,42.5,2021-11-06 01:14:53.531160,Kids,Dress,Medium,34.55,Dress in Kids category,Available,10,23,7,Supplier_9,Wholesale Fashion Square,2021-08-15 01:14:53.531160,175.95
41,1698,97,19.49,6.0,41.0,2021-10-17 01:14:53.531160,Women,Bags,Low,25.6,Bags in Women category,Out of Stock,118,29,15,Supplier_7,Blankstyle,2021-08-29 01:14:53.531160,1999.48
36,3129,14,49.6,97.0,39.25,2024-09-03 01:14:53.531160,Accessories,Dress,Medium,95.1,Dress in Accessories category,Out of Stock,25,78,11,Supplier_10,JiffyShirts,2024-06-13 01:14:53.531160,671.03
29,6796,50,34.69,14.0,41.75,2023-07-18 01:14:53.531160,Shoes,Coat,High,177.25,Coat in Shoes category,Available,50,12,2,Supplier_9,Wholesale Fashion Square,2023-07-09 01:14:53.531160,5788.2
9,3746,108,8.39,50.0,67.25,2023-03-02 01:14:53.531160,Accessories,Shirt,Medium,83.95,Shirt in Accessories category,Available,268,50,7,Supplier_5,Royal Apparel,2023-02-24 01:14:53.531160,8306.08
49,3237,80,45.64,108.0,63.0,2022-12-06 01:14:53.531160,Men,Dress,Low,15.12,Dress in Men category,Out of Stock,125,74,3,Supplier_7,Blankstyle,2022-09-23 01:14:53.531160,657.38
19,2687,123,15.58,80.0,90.25,2021-05-16 01:14:53.531160,Women,Dress,Premium,212.41,Dress in Women category,Available,208,34,14,Supplier_6,S&S Activewear,2021-03-28 01:14:53.531160,22056.3
6,3089,109,45.61,123.0,105.0,2021-02-08 01:14:53.531160,Men,Sweater,High,126.75,Sweater in Men category,Available,199,26,10,Supplier_5,Royal Apparel,2020-12-24 01:14:53.531160,7515.2
51,9438,72,22.65,109.0,96.0,2023-12-22 01:14:53.531160,Women,Dress,High,189.46,Dress in Women category,Out of Stock,289,52,5,Supplier_5,Royal Apparel,2023-11-28 01:14:53.531160,10550.83
46,1881,93,24.92,72.0,99.25,2021-11-18 01:14:53.531160,Accessories,Dress,Medium,68.02,Dress in Accessories category,Out of Stock,145,69,13,Supplier_10,JiffyShirts,2021-09-21 01:14:53.531160,4749.47
